src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
2284,P25021,Ki,5.551,DRUG MATRIX
2284,P11229,Ki,6.825,WOMBAT-PK
2284,P08172,Ki,6.412,DRUG MATRIX
2284,P20309,Ki,7.056,DRUG MATRIX
2284,P08173,Ki,7.377,DRUG MATRIX
2284,P08912,Ki,7.337,DRUG MATRIX
2284,Q06278,IC50,5.796,WOMBAT-PK
2284,P18825,Ki,7.432,DRUG MATRIX
2284,P10635,IC50,6.523,DRUG MATRIX
2284,P25100,Ki,8.427,DRUG MATRIX
2284,P04156,EC50,5.3,CHEMBL
2284,O15245,IC50,4.76,CHEMBL
2284,P28593,Ki,4.23,CHEMBL
2284,P15823,Ki,8.344,DRUG MATRIX
2284,P70580,Ki,5.806,DRUG MATRIX
2284,P43140,IC50,8.03,CHEMBL
2284,P19327,IC50,5.29,CHEMBL
2284,P31390,IC50,5.9,CHEMBL
2284,P33302,IC50,4.95,CHEMBL
2284,P20288|Q95136,IC50,6.89,CHEMBL
2284,P18901|P19020|P25115|P30729|P61169,IC50,5.98,CHEMBL
2284,P35498|Q99250|Q9NY46,IC50,5.27,CHEMBL
2284,P55789,AC50,5.89,CHEMBL
2285,P06401,Kd,9.4,CHEMBL
2285,P15207,IC50,5.88,CHEMBL
2286,P21728,Ki,5.863,DRUG MATRIX
2286,P14416,Ki,6.609,WOMBAT-PK
2286,P08913,Ki,6.592,DRUG MATRIX
2286,Q99720,Ki,6.921,DRUG MATRIX
2286,P31645,IC50,5.12,CHEMBL
2286,P23975,Ki,5.376,DRUG MATRIX
2286,P08908,Ki,5.829,DRUG MATRIX
2286,P28223,Ki,6.77,WOMBAT-PK
2286,P41595,Ki,7.367,DRUG MATRIX
2286,P28335,Ki,8.188,DRUG MATRIX
2286,P50406,Ki,5.948,DRUG MATRIX
2286,P35348,,,WOMBAT-PK
2286,P18089,Ki,7.62,DRUG MATRIX
2286,P35462,Ki,6.721,DRUG MATRIX
2286,P35367,Ki,9.62,WOMBAT-PK
2286,P25021,Ki,5.941,DRUG MATRIX
2286,Q9H3N8,Ki,6.823,WOMBAT-PK
2286,P11229,Ki,8.479,DRUG MATRIX
2286,P08172,Ki,7.921,DRUG MATRIX
2286,P20309,Ki,8.382,DRUG MATRIX
2286,P08173,Ki,8.975,DRUG MATRIX
2286,P08912,Ki,8.48,DRUG MATRIX
2286,Q06278,IC50,6.292,WOMBAT-PK
2286,P18825,Ki,6.452,DRUG MATRIX
2286,P10635,Ki,5.42,WOMBAT-PK
2286,P25100,Ki,7.495,DRUG MATRIX
2286,P06276,Ki,7.1,WOMBAT-PK
2286,P04156,EC50,5.1,CHEMBL
2286,O15245,IC50,4.45,CHEMBL
2286,P15823,Ki,7.678,DRUG MATRIX
2286,P43140,IC50,7.1,CHEMBL
2286,P19327,IC50,5.59,CHEMBL
2286,P33302,IC50,4.75,CHEMBL
2286,P35498|Q99250|Q9NY46,IC50,5.16,CHEMBL
2286,Q9N623,IC50,4.07,CHEMBL
2286,P55789,AC50,6.44,CHEMBL
2286,P62157,Kd,4.3,CHEMBL
2286,P0DP23,IC50,4.22,CHEMBL
2289,Q28044,Kd,6.8,CHEMBL
2291,P08588,Ki,6.688,DRUG MATRIX
2291,P07550,Ki,7.444,DRUG MATRIX
2291,Q14524,IC50,5.48,CHEMBL
2291,Q07699,,,WOMBAT-PK
2291,O60939,,,WOMBAT-PK
2291,Q9NY72,,,WOMBAT-PK
2291,Q8IWT1,,,WOMBAT-PK
2291,Q99720,Ki,5.96,DRUG MATRIX
2291,Q12809,IC50,6.097,WOMBAT-PK
2291,P08183,ED50,7.056,WOMBAT-PK
2291,P23975,Ki,5.524,DRUG MATRIX
2291,P08908,Ki,6.029,DRUG MATRIX
2291,P28223,Ki,6.728,DRUG MATRIX
2291,P41595,Ki,7.237,DRUG MATRIX
2291,P28335,Ki,6.697,DRUG MATRIX
2291,P50406,Ki,6.063,DRUG MATRIX
2291,Q06278,IC50,5.602,WOMBAT-PK
2291,P13945,Ki,6.498,DRUG MATRIX
2291,Q01959,Ki,5.829,DRUG MATRIX
2291,P10635,IC50,5.337,DRUG MATRIX
2291,P25100,Ki,5.604,DRUG MATRIX
2291,P05177,IC50,5.483,DRUG MATRIX
2291,O95069,IC50,5.12,CHEMBL
2291,P22460,IC50,4.4,IUPHAR
2291,O14649,IC50,5.29,CHEMBL
2291,O15245,IC50,4.95,CHEMBL
2291,Q9Y3Q4,IC50,4.845,WOMBAT-PK
2291,P15823,Ki,5.849,DRUG MATRIX
2291,P43140,IC50,5.21,CHEMBL
2291,P19327,IC50,5.79,CHEMBL
2291,O15244,IC50,4.602,WOMBAT-PK
2291,O60706|Q14654,IC50,5.66,CHEMBL
2293,P11229,Ki,9.7,IUPHAR
2293,P08172,Ki,9.5,IUPHAR
2293,P20309,Ki,10.0,IUPHAR
2293,P08173,Ki,10.2,IUPHAR
2294,Q99720,Ki,7.0,DRUG MATRIX
2294,P21397,IC50,5.75,DRUG MATRIX
2294,Q9Y5Y9,,,DRUGBANK
2294,P35498|Q99250|Q9NY46,IC50,5.72,CHEMBL
2296,P22303,IC50,5.19,CHEMBL
2298,P21728,,,WOMBAT-PK
2298,P14416,,,WOMBAT-PK
2298,P28223,,,WOMBAT-PK
2298,P28335,,,WOMBAT-PK
2298,P35367,,,WOMBAT-PK
2298,P11229,,,WOMBAT-PK
2298,P08172,,,WOMBAT-PK
2298,P20309,,,WOMBAT-PK
2298,P08173,,,WOMBAT-PK
2298,P08912,,,WOMBAT-PK
2298,P21917,,,WOMBAT-PK
2298,P35368,,,WOMBAT-PK
2299,P35372,,,WOMBAT-PK
2302,O00519,IC50,4.284,WOMBAT-PK
2302,P23219,IC50,5.417,DRUG MATRIX
2302,P23975,Ki,5.031,DRUG MATRIX
2302,P41595,Ki,5.456,DRUG MATRIX
2302,P28335,Ki,5.218,DRUG MATRIX
2302,P00918,IC50,4.005,WOMBAT-PK
2302,P00915,IC50,4.71,WOMBAT-PK
2302,P11712,IC50,4.91,WOMBAT-PK
2302,P12530,IC50,5.119,DRUG MATRIX
2302,P97612,IC50,4.85,CHEMBL
2302,O88704,IC50,5.2,IUPHAR
2302,P14867|P18507|P47870,EC50,5.7,CHEMBL
2302,P14867|P18507|P28472,EC50,5.39,CHEMBL
2302,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,IC50,5.4,CHEMBL
2302,P18507|P47869|P47870,EC50,4.95,CHEMBL
2303,Q99720,Ki,5.919,DRUG MATRIX
2303,P08183,Ki,4.32,CHEMBL
2303,P31645,Ki,6.695,DRUG MATRIX
2303,P08908,Ki,6.913,PDSP
2303,P28223,Ki,5.378,PDSP
2303,P41595,Ki,6.662,DRUG MATRIX
2303,P28335,Ki,5.92,DRUG MATRIX
2303,P50406,Ki,5.847,DRUG MATRIX
2303,P35367,Ki,4.699,WOMBAT-PK
2303,P13945,Ki,6.22,WOMBAT-PK
2303,P28222,Ki,6.197,PDSP
2303,P28221,Ki,5.346,PDSP
2303,P10635,IC50,5.699,DRUG MATRIX
2303,Q13936,Ki,4.319,WOMBAT-PK
2303,P05177,IC50,5.398,DRUG MATRIX
2303,O15245,IC50,4.2,CHEMBL
2303,Q9Y3Q4,IC50,4.297,WOMBAT-PK
2303,P28564,Ki,7.3,CHEMBL
2303,P70580,Ki,5.671,DRUG MATRIX
2303,P61169,Ki,4.89,CHEMBL
2303,P19327,Ki,7.05,CHEMBL
2303,Q8K4Z4,Kd,9.01,CHEMBL
2303,Q28044,Kd,9.05,CHEMBL
2303,P18090,Ki,8.52,CHEMBL
2303,P54833,IC50,7.77,CHEMBL
2303,B0FL73,Kd,8.76,CHEMBL
2303,P10608|P18090|P26255,Ki,8.62,CHEMBL
2303,P25962,Ki,6.6,IUPHAR
2303,P34971,Ki,8.62,CHEMBL
2303,P08588,Ki,8.71,WOMBAT-PK
2303,P07550,Ki,8.25,WOMBAT-PK
2308,P07202,IC50,5.06,WOMBAT-PK
2308,P05164,IC50,5.55,CHEMBL
2308,P49895,,,CHEMBL
2308,P59533,EC50,5.7,CHEMBL
2309,O75762,IC50,4.481,SCIENTIFIC LITERATURE
2311,P35354,,,WOMBAT-PK
2311,P23219,,,WOMBAT-PK
2311,O62664|O62698,IC50,7.15,CHEMBL
2313,D2WKD8,IC50,7.056,DRUG MATRIX
2313,P05023,,,WOMBAT-PK
2314,O42713,IC50,5.35,CHEMBL
2316,P34981,Ki,7.7,CHEMBL
2316,Q01717,Ki,7.7,CHEMBL
2316,Q9R297,Ki,8.0,CHEMBL
2316,P21761,Ki,8.0,CHEMBL
2316,Q9ERT1,IC50,8.15,CHEMBL
2318,P07550,,,CHEMBL
2320,Q12809,IC50,5.928,WOMBAT-PK
2320,P31645,Ki,7.34,WOMBAT-PK
2320,P23975,Ki,8.39,WOMBAT-PK
2320,P28223,Ki,7.2,WOMBAT-PK
2320,P41595,Ki,7.0,WOMBAT-PK
2320,P28335,Ki,6.5,WOMBAT-PK
2320,P35367,Ki,7.22,WOMBAT-PK
2320,P11229,Ki,7.7,WOMBAT-PK
2320,P08172,Ki,6.9,WOMBAT-PK
2320,P20309,Ki,7.0,WOMBAT-PK
2320,P08173,Ki,6.94,WOMBAT-PK
2320,P08912,Ki,6.86,WOMBAT-PK
2320,Q01959,Ki,5.678,PDSP
2320,P0DMS8,IC50,8.96,CHEMBL
2326,P07550,,,WOMBAT-PK
2326,P08913,,,WOMBAT-PK
2326,P23975,,,CHEMBL
2326,P35348,,,WOMBAT-PK
2328,P08684,IC50,6.89,WOMBAT-PK
2328,P00918,IC50,5.77,WOMBAT-PK
2328,P9WPB6,,,WOMBAT-PK
2328,Q50575,,,WOMBAT-PK
2328,P20815,IC50,4.89,WOMBAT-PK
2328,P95029,,,CHEMBL
2330,P22303,IC50,6.44,CHEMBL
2330,P06276,Ki,5.46,CHEMBL
2330,P04058,IC50,7.09,CHEMBL
2330,P23795,Ki,4.71,CHEMBL
2331,P08913,Ki,5.952,DRUG MATRIX
2331,Q99720,Ki,6.184,DRUG MATRIX
2331,Q12809,IC50,5.96,CHEMBL
2331,P31645,Ki,7.602,DRUG MATRIX
2331,P28223,Ki,5.7,PDSP
2331,P41595,Ki,5.751,DRUG MATRIX
2331,P28335,Ki,6.228,DRUG MATRIX
2331,P35367,Ki,9.1,CHEMBL
2331,Q01959,Ki,6.156,DRUG MATRIX
2331,P10635,IC50,6.523,DRUG MATRIX
2331,P0DMS8,IC50,8.89,CHEMBL
2331,P31389,Kd,9.5,CHEMBL
2331,P31390,IC50,8.24,CHEMBL
2332,P11229,Ki,8.721,PDSP
2332,P00374,Ki,8.1,CHEMBL
2332,P11712,Ki,4.288,WOMBAT-PK
2332,Q07422,IC50,6.409,WOMBAT-PK
2332,P16184,Ki,8.01,CHEMBL
2332,O15245,IC50,4.87,CHEMBL
2332,P13922,Ki,9.72,CHEMBL
2332,Q920D2,IC50,5.85,CHEMBL
2332,P07382,Ki,6.602,WOMBAT-PK
2332,P22906,IC50,5.3,CHEMBL
2332,B0BL08,Ki,8.92,CHEMBL
2332,Q01782,IC50,4.87,CHEMBL
2332,Q27793,Ki,7.009,WOMBAT-PK
2332,Q96FL8,Ki,7.1,IUPHAR
2332,Q27783,Ki,7.959,WOMBAT-PK
2332,O08966,Ki,5.44,CHEMBL
2332,Q8K0H1,Ki,6.84,CHEMBL
2332,P00376,IC50,7.0,CHEMBL
2332,P06865,IC50,5.51,CHEMBL
2332,P07686,IC50,5.35,CHEMBL
2332,Q3V050,Ki,6.3,IUPHAR
2332,Q8I1R6,Ki,9.07,CHEMBL
2335,F1KRD8,IC50,6.3,CHEMBL
2335,O15056,IC50,5.9,CHEMBL
2335,O43426,IC50,6.0,CHEMBL
2335,P34897,IC50,5.59,CHEMBL
2336,P14867|P18505|P18507,Ki,7.708,WOMBAT-PK
2336,P18505|P18507|P34903,Ki,6.627,WOMBAT-PK
2336,P18505|P18507|P47869,Ki,6.688,WOMBAT-PK
2337,P08588,Ki,5.301,PDSP
2337,P07550,Ki,5.301,PDSP
2337,P21728,Ki,6.41,CHEMBL
2337,P14416,IC50,6.483,WOMBAT-PK
2337,P08913,Ki,5.44,PDSP
2337,Q99720,Ki,6.016,DRUG MATRIX
2337,Q12809,IC50,5.24,CHEMBL
2337,P23975,Ki,6.03,IUPHAR
2337,P08908,IC50,6.83,WOMBAT-PK
2337,P28223,IC50,7.131,WOMBAT-PK
2337,P41595,IC50,6.523,WOMBAT-PK
2337,P28335,IC50,7.0,WOMBAT-PK
2337,P50406,Ki,5.85,CHEMBL
2337,P34969,Ki,6.512,PDSP
2337,P35348,IC50,7.027,WOMBAT-PK
2337,P18089,Ki,6.127,PDSP
2337,P35462,Ki,6.49,CHEMBL
2337,P21918,Ki,5.79,PDSP
2337,P35367,IC50,8.35,WOMBAT-PK
2337,P11229,Ki,7.25,CHEMBL
2337,P08172,Ki,6.037,PDSP
2337,P20309,Ki,5.795,PDSP
2337,P08173,Ki,6.266,PDSP
2337,P08912,Ki,5.524,PDSP
2337,Q06278,IC50,5.854,WOMBAT-PK
2337,P28222,Ki,5.822,PDSP
2337,P28221,Ki,5.7,IUPHAR
2337,P18825,IC50,6.241,WOMBAT-PK
2337,P21917,Ki,5.8,CHEMBL
2337,P25100,Ki,7.457,DRUG MATRIX
2337,P35368,Ki,7.409,PDSP
2337,P47898,Ki,5.506,PDSP
2337,P30939,Ki,5.6,IUPHAR
2337,P28566,Ki,5.9,IUPHAR
2337,P15823,Ki,7.866,DRUG MATRIX
2337,P70580,Ki,5.936,DRUG MATRIX
2337,P43140,IC50,7.06,CHEMBL
2337,P31389,Ki,7.4,CHEMBL
2337,P61169,Ki,6.74,CHEMBL
2337,P19327,Ki,6.64,CHEMBL
2337,P14842,Ki,6.66,CHEMBL
2337,P31390,IC50,7.4,CHEMBL
2337,Q63380,Ki,6.17,CHEMBL
2337,P07305,Ki,8.0,CHEMBL
2338,P08913,Ki,6.068,DRUG MATRIX
2338,P23975,Ki,5.542,DRUG MATRIX
2338,P28223,Ki,6.119,DRUG MATRIX
2338,P18089,Ki,6.079,DRUG MATRIX
2338,P35462,Ki,6.349,DRUG MATRIX
2338,P25021,Ki,5.459,DRUG MATRIX
2338,P11229,Ki,6.445,DRUG MATRIX
2338,P08172,Ki,6.465,DRUG MATRIX
2338,P20309,Ki,6.575,DRUG MATRIX
2338,P08173,Ki,6.558,DRUG MATRIX
2338,P08912,Ki,5.571,DRUG MATRIX
2338,Q06278,IC50,5.481,WOMBAT-PK
2338,P18825,Ki,6.252,DRUG MATRIX
2338,P25100,Ki,5.994,DRUG MATRIX
2338,P22303,IC50,5.574,DRUG MATRIX
2338,P04156,EC50,6.52,CHEMBL
2338,P28593,Ki,4.72,CHEMBL
2338,P15823,Ki,5.724,DRUG MATRIX
2338,P81908,IC50,5.35,CHEMBL
2338,P02752,Kd,6.58,CHEMBL
2338,O62664|O62698,IC50,4.49,CHEMBL
2338,P35498|Q99250|Q9NY46,IC50,5.48,CHEMBL
2338,P0A7Z4|P0A800|P0A8T7|P0A8V2,IC50,4.7,CHEMBL
2338,P00592,IC50,4.0,CHEMBL
2338,P04055,IC50,4.0,CHEMBL
2339,P08909|P14842|P19327|P28564|P28565|P30940|P30994|P31388|P32305|P35364|P35365|P35563|Q62758|Q9JJ16,IC50,5.64,CHEMBL
2339,P19328|P22086|P22909,IC50,5.25,CHEMBL
2339,P20288|Q95136,IC50,7.72,CHEMBL
2339,P15823|P23944|P43140,IC50,5.22,CHEMBL
2340,P12821,IC50,8.08,CHEMBL
2340,P12822,IC50,5.397,DRUG MATRIX
2342,P03372,,,DRUGBANK
2343,P55017,,,CHEMBL
2345,P06401,,,KEGG DRUG
2346,Q14524,IC50,5.16,CHEMBL
2346,Q07699,,,WOMBAT-PK
2346,O60939,,,WOMBAT-PK
2346,Q9NY72,,,WOMBAT-PK
2346,Q8IWT1,,,WOMBAT-PK
2346,Q12809,IC50,6.49,CHEMBL
2346,P08183,Ki,5.59,CHEMBL
2346,P08172,Ki,8.125,PDSP
2346,P06276,IC50,5.91,CHEMBL
2346,P22460,Kd,5.2,IUPHAR
2346,O95259,IC50,5.8,IUPHAR
2346,Q9Y3Q4,IC50,4.106,WOMBAT-PK
2346,Q96RP8,Kd,4.8,IUPHAR
2346,P81908,IC50,5.13,CHEMBL
2346,O15244,IC50,4.061,WOMBAT-PK
2346,Q96FL8,IC50,4.95,CHEMBL
2346,P35498|Q99250|Q9NY46,IC50,5.49,CHEMBL
2346,Q7RTT9,Ki,4.6,IUPHAR
2346,Q63881,IC50,5.66,CHEMBL
2346,Q9Z258,IC50,4.0,IUPHAR
2346,P15389,IC50,5.0,IUPHAR
2346,P10635,Ki,7.921,SCIENTIFIC LITERATURE
2350,P18089,Ki,6.101,DRUG MATRIX
2350,P35462,Ki,6.102,DRUG MATRIX
2350,P28221,Ki,5.119,WOMBAT-PK
2350,P05023,,,WOMBAT-PK
2350,P0DMS8,Ki,5.74,DRUG MATRIX
2350,P49327,Ki,5.23,CHEMBL
2350,P20648|P51164,,,CHEMBL
2350,P14735,IC50,4.96,CHEMBL
2350,O94760,IC50,4.28,CHEMBL
2350,Q8NFI3,IC50,5.35,CHEMBL
2350,Q6SZW1,IC50,5.5,CHEMBL
2351,P35372,Ki,6.321,DRUG MATRIX
2351,P21728,Ki,5.714,DRUG MATRIX
2351,P14416,Ki,6.408,DRUG MATRIX
2351,P29274,Ki,5.926,DRUG MATRIX
2351,P08913,Ki,6.205,DRUG MATRIX
2351,Q99720,Ki,7.42,CHEMBL
2351,Q15125,Ki,9.0,WOMBAT-PK
2351,P31645,Ki,5.721,DRUG MATRIX
2351,P23975,Ki,6.553,DRUG MATRIX
2351,P28223,Ki,6.383,DRUG MATRIX
2351,P41595,Ki,7.16,CHEMBL
2351,P28335,Ki,6.21,DRUG MATRIX
2351,P50406,Ki,6.3,WOMBAT-PK
2351,P18089,Ki,5.773,DRUG MATRIX
2351,P35462,Ki,6.275,DRUG MATRIX
2351,Q06278,IC50,8.538,WOMBAT-PK
2351,P28221,Ki,6.523,WOMBAT-PK
2351,P18825,Ki,6.971,DRUG MATRIX
2351,Q01959,Ki,5.828,DRUG MATRIX
2351,O75469,EC50,4.93,CHEMBL
2351,P25100,Ki,6.321,DRUG MATRIX
2351,P41145,Ki,6.193,DRUG MATRIX
2351,P03372,IC50,9.4,WOMBAT-PK
2351,P41143,Ki,5.63,DRUG MATRIX
2351,P22303,IC50,6.398,DRUG MATRIX
2351,P11712,IC50,5.699,DRUG MATRIX
2351,Q92731,EC50,8.0,WOMBAT-PK
2351,Q99527,EC50,6.5,WOMBAT-PK
2351,P05231,IC50,8.05,WOMBAT-PK
2351,P06241,IC50,5.436,DRUG MATRIX
2351,Q96RI1,IC50,4.94,CHEMBL
2351,P21452,Ki,5.876,DRUG MATRIX
2351,Q13393,IC50,5.4,CHEMBL
2351,O14939,IC50,5.47,CHEMBL
2351,P15823,Ki,5.827,DRUG MATRIX
2351,P28564,Ki,6.073,DRUG MATRIX
2351,P70580,Ki,6.625,DRUG MATRIX
2351,P43140,IC50,5.66,CHEMBL
2351,P06211,Ki,9.43,CHEMBL
2351,Q62986,Ki,8.56,CHEMBL
2351,P32352,Ki,7.18,CHEMBL
2351,P25779,IC50,4.48,CHEMBL
2351,P06211|Q62986,IC50,8.73,CHEMBL
2351,P01031,Kd,6.15,CHEMBL
2351,P04439,Kd,4.66,CHEMBL
2352,P03367,IC50,7.523,WOMBAT-PK
2352,Q7ZJM1,IC50,8.0,CHEMBL
2352,P32246,Ki,8.3,CHEMBL
2352,Q76353,IC50,5.74,CHEMBL
2353,P04818,IC50,6.59,CHEMBL
2353,P00374,IC50,4.678,WOMBAT-PK
2353,Q07422,IC50,6.32,CHEMBL
2353,P14207,IC50,7.66,CHEMBL
2353,Q96NT5,IC50,7.0,CHEMBL
2353,P0A884,IC50,5.244,WOMBAT-PK
2353,P07607,Ki,6.38,CHEMBL
2353,P45352,IC50,6.05,CHEMBL
2353,P00469,IC50,5.1,CHEMBL
2353,B0BL08,IC50,4.64,CHEMBL
2353,C3SWJ7,IC50,5.28,CHEMBL
2353,P41440,IC50,8.2,CHEMBL
2353,P15328,IC50,7.82,CHEMBL
2354,Q9Y5Y4,Ki,8.37,CHEMBL
2354,P21731,Ki,9.24,CHEMBL
2354,Q13258,Ki,4.96,CHEMBL
2354,Q6XKD3,IC50,7.3,IUPHAR
2354,Q9Z2J6,Ki,7.3,IUPHAR
2355,P48039,Ki,10.9,WOMBAT-PK
2355,P49286,Ki,10.39,WOMBAT-PK
2356,P12821,Ki,8.342,WOMBAT-PK
2356,P12822,IC50,6.6,CHEMBL
2357,P46098,Ki,10.22,CHEMBL
2358,P25021,Kd,6.86,WOMBAT-PK
2358,P22303,IC50,6.19,CHEMBL
2358,P47747,Kd,7.19,CHEMBL
2358,Q96FL8,IC50,5.08,CHEMBL
2358,P25102,Ki,6.2,IUPHAR
2359,Q14524,IC50,5.17,CHEMBL
2359,Q12809,IC50,4.921,WOMBAT-PK
2359,P08183,,,WOMBAT-PK
2359,Q5YLN7,IC50,5.16,CHEMBL
2360,P30551,IC50,4.4,IUPHAR
2361,P31645,Ki,8.05,CHEMBL
2361,P23975,Ki,8.96,CHEMBL
2361,P28335,Ki,6.34,PDSP
2361,P50406,Ki,6.34,WOMBAT-PK
2361,Q01959,Ki,7.22,CHEMBL
2361,P48051,IC50,4.194,WOMBAT-PK
2361,P31652,Ki,6.3,CHEMBL
2361,Q9WTR4,Ki,7.86,CHEMBL
2361,Q63380,Ki,9.16,CHEMBL
2361,P48051|P48549,IC50,4.317,WOMBAT-PK
2361,P48544|P48549,IC50,4.387,WOMBAT-PK
2362,P29274,EC50,5.886,WOMBAT-PK
2362,P30542,EC50,4.398,WOMBAT-PK
2362,P29275,EC50,5.0,CHEMBL
2362,P0DMS8,Ki,5.0,CHEMBL
2362,P30543,Ki,6.54,CHEMBL
2363,P35372,,,WOMBAT-PK
2363,P33535,IC50,9.22,CHEMBL
2365,P14416,IC50,6.06,CHEMBL
2365,Q99720,Ki,7.26,CHEMBL
2365,P08908,Kd,5.4,CHEMBL
2365,P28223,Ki,5.509,PDSP
2365,P35462,Ki,7.155,PDSP
2365,P21917,Ki,5.41,CHEMBL
2365,P61169,IC50,5.85,CHEMBL
2365,P52702,Ki,6.06,CHEMBL
2365,P52703,Ki,5.34,CHEMBL
2365,P18901|P19020|P25115|P30729|P61169,IC50,5.8,CHEMBL
2366,Q09428,Kd,7.3,CHEMBL
2366,Q9Y6L6,,,WOMBAT-PK
2366,O15245,IC50,5.04,CHEMBL
2366,Q09428|Q14654,Ki,9.14,WOMBAT-PK
2366,O60706|Q14654,Ki,8.81,WOMBAT-PK
2368,P07550,,,SCIENTIFIC LITERATURE
2369,Q05940,,,CHEMBL
2370,P35372,Ki,5.773,DRUG MATRIX
2370,P21728,Ki,5.415,PDSP
2370,P14416,Ki,6.232,WOMBAT-PK
2370,P08183,Ki,7.0,CHEMBL
2370,P08908,Ki,5.737,PDSP
2370,P35462,Ki,6.223,WOMBAT-PK
2370,Q9UNQ0,IC50,4.58,CHEMBL
2370,Q05940,Ki,7.9,IUPHAR
2370,Q27963,Ki,9.0,CHEMBL
2370,P0A0J7,IC50,5.15,CHEMBL
2370,P54219,Ki,7.45,IUPHAR
2370,P35498|Q99250|Q9NY46,IC50,5.8,CHEMBL
2370,Q8BRU6,IC50,8.75,CHEMBL
2370,P31645,Kd,5.836,SCIENTIFIC LITERATURE
2372,P02753,Kd,6.74,CHEMBL
2372,P02754,Kd,7.44,CHEMBL
2373,P30542,Ki,5.13,CHEMBL
2373,P55263,,,WOMBAT-PK
2373,P22413,,,WOMBAT-PK
2373,P49902,,,WOMBAT-PK
2373,P20839,IC50,6.0,IUPHAR
2373,P12268,IC50,6.0,IUPHAR
2373,P11387,IC50,4.18,CHEMBL
2373,Q8JXU8,,,CHEMBL
2376,P9WGY9,Ki,8.0,WOMBAT-PK
2376,P0A7Z4|P0A800|P0A8T7|P0A8V2,,,CHEMBL
2377,O75469,EC50,5.64,CHEMBL
2377,P9WGR1,IC50,7.52,CHEMBL
2377,O95342,IC50,4.95,CHEMBL
2377,P29466,IC50,5.08,DRUG MATRIX
2377,Q9Y6L6,Ki,5.96,IUPHAR
2377,Q16850,IC50,4.52,CHEMBL
2377,P0A8V2,,,DRUGBANK
2377,P12530,IC50,5.53,DRUG MATRIX
2377,P46721,Ki,4.29,IUPHAR
2377,Q9NPD5,IC50,5.8,IUPHAR
2377,O70127,IC50,4.46,CHEMBL
2377,P78417,IC50,4.12,CHEMBL
2378,P0A7Z4|P0A800|P0A8T7|P0A8V2,,,CHEMBL
2379,O75469,EC50,5.66,CHEMBL
2379,P0A7Z4|P0A800|P0A8T7|P0A8V2,,,CHEMBL
2381,P08913,Ki,7.44,CHEMBL
2381,P35348,Ki,5.05,CHEMBL
2381,P18089,Ki,7.37,CHEMBL
2381,P18825,Ki,7.9,CHEMBL
2381,Q9Y2I1,Ki,7.23,CHEMBL
2381,Q4G017,Ki,7.95,CHEMBL
2382,Q14524,,,WOMBAT-PK
2382,Q12809,IC50,4.3,IUPHAR
2382,P23975,Ki,5.765,DRUG MATRIX
2382,O15554,IC50,5.7,IUPHAR
2382,Q8TCU5,,,WOMBAT-PK
2382,Q9UGI6,EC50,4.9,IUPHAR
2382,Q01782,Ki,5.4,CHEMBL
2382,Q92952,EC50,4.68,IUPHAR
2382,Q9UL62,EC50,5.04,IUPHAR
2382,P70604,EC50,4.89,IUPHAR
2383,P21430,,,WOMBAT-PK
2383,O15244,IC50,5.36,CHEMBL
2383,Q96FL8,IC50,5.14,CHEMBL
2383,P63231,,,CHEMBL
2383,P03433,IC50,4.96,CHEMBL
2383,P05778,Kd,7.8,CHEMBL
2383,P0DOF8,Kd,6.29,CHEMBL
2384,P04150,,,CHEMBL
2386,O09028|P15431|P18506|P18508|P19969|P20236|P23574|P23576|P28471|P28473|P30191|P62813|P63079|P63138|Q91ZM7|Q9ES14,IC50,6.17,CHEMBL
2387,P14324,Ki,9.44,CHEMBL
2387,Q0GKD7,Ki,7.77,CHEMBL
2387,Q197X6,IC50,7.13,CHEMBL
2387,Q8WS26,IC50,7.57,CHEMBL
2388,P08588,EC50,8.1,CHEMBL
2388,P07550,IC50,10.3,CHEMBL
2388,P13945,EC50,7.4,CHEMBL
2388,P04274,Ki,6.87,CHEMBL
2388,P34971,Ki,6.66,CHEMBL
2389,P08588,Ki,5.301,PDSP
2389,P07550,Ki,5.301,PDSP
2389,P21728,Ki,7.68,CHEMBL
2389,P14416,Ki,8.49,WOMBAT-PK
2389,P08913,Ki,8.0,WOMBAT-PK
2389,Q99720,Ki,5.37,CHEMBL
2389,Q12809,IC50,6.788,WOMBAT-PK
2389,P31645,Ki,5.85,CHEMBL
2389,P08908,Ki,6.443,WOMBAT-PK
2389,P28223,Ki,9.364,WOMBAT-PK
2389,P41595,Ki,7.42,WOMBAT-PK
2389,P28335,Ki,7.7,WOMBAT-PK
2389,P50406,Ki,6.65,CHEMBL
2389,P34969,Ki,8.47,WOMBAT-PK
2389,P35348,Ki,8.553,WOMBAT-PK
2389,P18089,Ki,7.77,WOMBAT-PK
2389,P35462,Ki,8.07,WOMBAT-PK
2389,P21918,Ki,7.023,PDSP
2389,P35367,Ki,7.481,WOMBAT-PK
2389,P25021,Ki,6.921,PDSP
2389,P11229,Ki,5.55,CHEMBL
2389,P08172,Ki,5.432,PDSP
2389,P20309,Ki,5.0,PDSP
2389,P08173,Ki,5.538,PDSP
2389,P28222,Ki,7.49,WOMBAT-PK
