src_vid,dst_vid,ACT_TYPE,ACT_VALUE,ACT_SOURCE
2389,P28221,Ki,7.6,WOMBAT-PK
2389,P18825,Ki,8.495,WOMBAT-PK
2389,P10635,IC50,5.278,DRUG MATRIX
2389,P21917,Ki,8.0,WOMBAT-PK
2389,P25100,Ki,7.4,IUPHAR
2389,P35368,Ki,8.48,WOMBAT-PK
2389,P23415,EC50,6.49,CHEMBL
2389,P47898,Ki,6.687,WOMBAT-PK
2389,P30939,Ki,5.9,IUPHAR
2389,P28566,Ki,5.9,IUPHAR
2389,P15823,Ki,8.967,DRUG MATRIX
2389,P43140,Ki,7.89,CHEMBL
2389,P31389,Ki,7.66,CHEMBL
2389,P61169,Ki,8.74,CHEMBL
2389,P19327,Ki,6.89,CHEMBL
2389,P14842,Ki,9.82,CHEMBL
2389,P32305,Ki,8.85,CHEMBL
2389,P18090,Ki,4.66,CHEMBL
2389,P18901,Ki,7.66,CHEMBL
2389,P22909,Ki,7.6,CHEMBL
2389,P61168,IC50,7.64,CHEMBL
2389,P08909,Ki,7.84,CHEMBL
2389,Q64264,IC50,6.37,CHEMBL
2389,P31390,IC50,7.1,CHEMBL
2389,P19020,Ki,8.01,CHEMBL
2389,P31388,Ki,6.4,IUPHAR
2389,Q63380,Ki,4.55,CHEMBL
2389,O15244,IC50,4.96,CHEMBL
2389,Q96FL8,IC50,5.8,CHEMBL
2389,P19327|P28564|P28565|P30940,Ki,6.47,CHEMBL
2389,P08909|P14842|P30994,Ki,9.85,CHEMBL
2389,P34968|P35363|Q02152,IC50,8.82,CHEMBL
2389,P07305,Ki,7.85,CHEMBL
2390,P07550,EC50,7.62,WOMBAT-PK
2390,P13945,EC50,6.72,WOMBAT-PK
2391,P35372,Ki,4.575,DRUG MATRIX
2391,P08684,IC50,7.55,WOMBAT-PK
2391,P08183,IC50,5.83,WOMBAT-PK
2391,P10635,IC50,4.301,DRUG MATRIX
2391,O75469,,,WOMBAT-PK
2391,P41145,Ki,5.263,DRUG MATRIX
2391,P11712,IC50,7.796,DRUG MATRIX
2391,P37288,Ki,5.303,DRUG MATRIX
2391,P03367,Ki,9.23,WOMBAT-PK
2391,P24557,IC50,7.119,DRUG MATRIX
2391,O15245,IC50,4.47,CHEMBL
2391,P21452,Ki,6.058,DRUG MATRIX
2391,P20815,Ki,6.92,IUPHAR
2391,Q72874,Ki,10.82,CHEMBL
2391,P22309,IC50,5.77,IUPHAR
2391,O15244,IC50,4.61,CHEMBL
2391,Q96FL8,IC50,7.1,CHEMBL
2391,Q86VL8,IC50,5.36,CHEMBL
2391,Q9YQ12,Ki,10.47,CHEMBL
2392,P22303,IC50,7.43,CHEMBL
2392,P06276,IC50,7.52,CHEMBL
2392,P21836,IC50,5.95,CHEMBL
2392,Q9JKC1,IC50,6.46,CHEMBL
2392,P37136,IC50,5.74,CHEMBL
2392,O42275,IC50,5.38,CHEMBL
2392,P23795,IC50,6.21,CHEMBL
2392,Q03311,IC50,5.8,CHEMBL
2392,Q9N1N9,IC50,6.8,CHEMBL
2392,P81908,IC50,6.08,CHEMBL
2393,P08908,Ki,6.85,CHEMBL
2393,P28223,IC50,5.1,CHEMBL
2393,P28335,IC50,5.1,CHEMBL
2393,P28222,Ki,6.9,WOMBAT-PK
2393,P28221,Ki,7.9,WOMBAT-PK
2393,P10635,Ki,4.854,WOMBAT-PK
2393,P30939,Ki,6.8,IUPHAR
2393,P28566,Ki,6.8,IUPHAR
2393,P14842,IC50,5.2,CHEMBL
2393,P79400,IC50,7.3,CHEMBL
2393,P35563|Q9JJ16,IC50,5.4,CHEMBL
2396,P02708|P11230|Q07001,IC50,7.77,WOMBAT-PK
2396,P02708|P07510|P11230|Q07001,IC50,7.09,CHEMBL
2397,P35354,IC50,6.51,WOMBAT-PK
2397,P23219,IC50,5.77,CHEMBL
2397,P43116,Ki,7.466,PDSP
2397,P00403,IC50,5.52,CHEMBL
2397,Q05769,IC50,7.92,CHEMBL
2397,P05979,IC50,4.63,CHEMBL
2397,O62698,IC50,6.37,CHEMBL
2397,P35355,IC50,6.12,CHEMBL
2397,Q63921,IC50,4.94,CHEMBL
2397,P79208,IC50,6.52,CHEMBL
2399,P14735,IC50,4.0,CHEMBL
2399,Q76353,IC50,4.55,CHEMBL
2399,P43351,IC50,4.54,CHEMBL
2402,P21728,Ki,4.49,CHEMBL
2402,P14416,Ki,8.14,IUPHAR
2402,P08913,Ki,5.73,PDSP
2402,P08908,Ki,6.54,WOMBAT-PK
2402,P28223,EC50,6.85,CHEMBL
2402,P41595,Ki,5.42,PDSP
2402,P34969,Ki,5.82,PDSP
2402,P18089,Ki,6.12,WOMBAT-PK
2402,P35462,Ki,7.43,WOMBAT-PK
2402,P21918,Ki,4.38,CHEMBL
2402,P28221,Ki,5.86,PDSP
2402,P18825,Ki,5.92,PDSP
2402,P21917,Ki,6.07,WOMBAT-PK
2402,P61169,Ki,5.57,CHEMBL
2402,P20288,IC50,5.17,CHEMBL
2402,P19020,Ki,7.53,CHEMBL
2403,Q14524,IC50,4.56,IUPHAR
2403,P35498,,,WOMBAT-PK
2403,Q99250,,,WOMBAT-PK
2403,Q9NY46,,,WOMBAT-PK
2403,P35499,,,WOMBAT-PK
2403,Q9UQD0,,,WOMBAT-PK
2403,Q15858,,,WOMBAT-PK
2403,Q9Y5Y9,,,WOMBAT-PK
2403,O14649,IC50,4.28,CHEMBL
2405,Q12809,IC50,4.53,CHEMBL
2405,P00918,IC50,5.391,DRUG MATRIX
2405,O95342,IC50,5.19,CHEMBL
2405,P27338,Ki,5.38,CHEMBL
2405,P21397,Ki,4.56,CHEMBL
2405,Q07869,EC50,7.41,CHEMBL
2405,P37231,EC50,7.04,WOMBAT-PK
2405,P19793,Kd,4.82,CHEMBL
2405,P13631,Ki,5.0,CHEMBL
2405,P24557,IC50,5.449,DRUG MATRIX
2405,Q03181,EC50,5.44,CHEMBL
2405,O14842,EC50,5.6,IUPHAR
2405,P19643,Ki,5.24,CHEMBL
2405,P21396,Ki,4.49,CHEMBL
2405,P23204,IC50,7.1,CHEMBL
2405,P37238,EC50,7.52,CHEMBL
2405,P25095,Ki,9.64,CHEMBL
2405,Q9UL62,EC50,4.51,IUPHAR
2405,Q14973,IC50,5.29,CHEMBL
2405,O70127,IC50,4.4,CHEMBL
2405,Q9NZ45,Ki,7.51,CHEMBL
2405,B0K020,IC50,5.96,CHEMBL
2405,Q8N5K1,IC50,5.64,CHEMBL
2406,P04035,Ki,9.05,CHEMBL
2406,P51639,IC50,8.68,CHEMBL
2406,O43924,Kd,5.9,CHEMBL
2407,P21728,Ki,5.6,IUPHAR
2407,P14416,Ki,10.22,IUPHAR
2407,P35462,Ki,8.4,IUPHAR
2407,P21918,Ki,6.0,IUPHAR
2407,P21917,Ki,7.26,CHEMBL
2407,Q95136,Ki,6.3,CHEMBL
2407,P20288,Ki,7.82,CHEMBL
2408,P25021,Kd,7.6,WOMBAT-PK
2410,P15825,,,WOMBAT-PK
2410,O43193,IC50,6.2,IUPHAR
2410,P15823,Ki,6.261,DRUG MATRIX
2413,P35367,IC50,8.41,CHEMBL
2413,P25105,IC50,5.43,CHEMBL
2414,Q99873,IC50,4.92,CHEMBL
2414,P17708,Ki,4.22,CHEMBL
2414,C3SIU2,Kd,8.4,CHEMBL
2414,P11086,Kd,5.32,CHEMBL
2414,P22061,Ki,4.32,CHEMBL
2416,P00918,Ki,5.15,CHEMBL
2416,P00915,Ki,5.0,CHEMBL
2416,P22748,Ki,4.95,CHEMBL
2416,Q6RYA0,,,WOMBAT-PK
2416,Q16790,Ki,4.1,CHEMBL
2416,O43570,Ki,5.06,CHEMBL
2416,P43166,Ki,4.09,CHEMBL
2416,P23280,Ki,4.92,CHEMBL
2416,Q9ULX7,Ki,4.3,CHEMBL
2416,Q9D6N1,Ki,4.17,CHEMBL
2416,O42713,IC50,4.0,CHEMBL
2416,Q99N23,Ki,5.14,CHEMBL
2416,Q80UJ1,Ki,4.36,CHEMBL
2416,P09429,Kd,6.0,CHEMBL
2416,Q6XQN6,Ki,9.8,CHEMBL
2419,P08588,Ki,6.1,CHEMBL
2419,P07550,Ki,9.41,CHEMBL
2419,P14416,Ki,4.5,CHEMBL
2419,P35462,Ki,5.98,CHEMBL
2419,Q06278,IC50,5.004,WOMBAT-PK
2419,P13945,EC50,6.0,CHEMBL
2419,Q8K4Z4,EC50,7.5,CHEMBL
2419,P34971,Ki,6.26,CHEMBL
2422,P35372,Ki,5.408,DRUG MATRIX
2422,P08684,IC50,5.824,WOMBAT-PK
2422,P08183,IC50,4.921,WOMBAT-PK
2422,P08908,Ki,5.612,DRUG MATRIX
2422,P35462,Ki,5.282,DRUG MATRIX
2422,Q92887,IC50,4.699,WOMBAT-PK
2422,Q01959,Ki,4.555,DRUG MATRIX
2422,P41145,Ki,5.556,DRUG MATRIX
2422,P33527,,,WOMBAT-PK
2422,P41143,Ki,5.003,DRUG MATRIX
2422,P37288,Ki,5.153,DRUG MATRIX
2422,P03367,Ki,10.187,WOMBAT-PK
2422,P24557,IC50,5.661,DRUG MATRIX
2422,P21452,Ki,5.684,DRUG MATRIX
2422,Q72874,Ki,10.4,CHEMBL
2422,P19327,IC50,5.37,CHEMBL
2422,Q4U254,IC50,9.3,CHEMBL
2422,Q9YQ12,Ki,10.4,CHEMBL
2422,Q9N623,IC50,4.89,CHEMBL
2422,O90781,Ki,9.66,CHEMBL
2422,Q9YQ30,Ki,8.54,CHEMBL
2423,P28223,Ki,8.5,IUPHAR
2423,P41595,Ki,6.6,IUPHAR
2423,P28335,Ki,7.4,IUPHAR
2423,P08909|P14842|P30994,Ki,7.75,CHEMBL
2424,P11229,Ki,9.0,WOMBAT-PK
2424,P08172,Ki,8.86,WOMBAT-PK
2424,P20309,Ki,9.4,WOMBAT-PK
2424,P08173,Ki,9.37,WOMBAT-PK
2424,P08912,Ki,7.75,CHEMBL
2424,P10980,Kd,8.52,CHEMBL
2424,P08482,Ki,9.28,CHEMBL
2424,P08483,Kd,9.19,CHEMBL
2424,Q8WMX0,Ki,9.39,CHEMBL
2424,P16395,Ki,9.15,CHEMBL
2424,P08482|P08483|P08485|P08911|P10980,Ki,10.1,CHEMBL
2427,C3TDZ2,IC50,4.55,CHEMBL
2428,P14780,IC50,5.578,DRUG MATRIX
2428,P14867|P18507|P47870,,,WOMBAT-PK
2429,P08913,Ki,6.171,DRUG MATRIX
2429,P18089,Ki,6.764,DRUG MATRIX
2429,P27338,Ki,7.26,CHEMBL
2429,P21397,Ki,5.04,CHEMBL
2429,P19643,Ki,5.87,CHEMBL
2429,P21396,Ki,4.98,CHEMBL
2429,P21398,Ki,5.42,CHEMBL
2429,P56560,Ki,6.01,CHEMBL
2429,P19643|P21396,IC50,7.89,CHEMBL
2432,P21731,IC50,8.13,CHEMBL
2433,Q02643,,,UNKNOWN
2434,P10613,,,WOMBAT-PK
2434,P14902,IC50,5.08,CHEMBL
2435,P08588,Ki,5.301,PDSP
2435,P07550,Ki,5.301,PDSP
2435,P21728,Ki,6.68,CHEMBL
2435,P08913,Ki,6.194,PDSP
2435,Q12809,IC50,8.57,CHEMBL
2435,P08183,IC50,5.19,CHEMBL
2435,P08908,Ki,7.48,CHEMBL
2435,P50406,Ki,8.3,CHEMBL
2435,P34969,Ki,7.553,PDSP
2435,P35348,Ki,8.745,PDSP
2435,P18089,Ki,6.347,PDSP
2435,P35462,Ki,8.59,CHEMBL
2435,P35367,Ki,9.29,CHEMBL
2435,P20309,Ki,5.57,PDSP
2435,P28222,Ki,7.25,CHEMBL
2435,P28221,Ki,7.2,IUPHAR
2435,P18825,Ki,6.347,PDSP
2435,P21917,Ki,7.96,CHEMBL
2435,P30939,Ki,6.4,IUPHAR
2435,P28566,Ki,6.4,IUPHAR
2435,P43140,IC50,8.47,CHEMBL
2435,P23944,Ki,9.18,CHEMBL
2435,P61169,Ki,9.35,CHEMBL
2435,P14842,Ki,9.7,CHEMBL
2435,P18901,Ki,7.92,CHEMBL
2435,P08909,Ki,9.29,CHEMBL
2435,P18130,Ki,9.43,CHEMBL
2435,P18841,Ki,9.48,CHEMBL
2435,P15823|P23944|P43140,Ki,8.85,CHEMBL
2435,P08909|P14842|P30994,IC50,9.41,CHEMBL
2435,P14416,Ki,9.35,CHEMBL
2435,P28223,Ki,9.22,CHEMBL
2435,P28335,Ki,9.7,CHEMBL
2436,P08913,Ki,6.965,DRUG MATRIX
2436,Q99720,Ki,7.24,CHEMBL
2436,Q12809,Ki,5.167,DRUG MATRIX
2436,P31645,Kd,9.54,CHEMBL
2436,P23975,Kd,6.38,WOMBAT-PK
2436,P28223,Ki,6.106,DRUG MATRIX
2436,P41595,Ki,5.666,DRUG MATRIX
2436,P28335,Ki,6.246,DRUG MATRIX
2436,P35348,Ki,6.863,WOMBAT-PK
2436,P18089,Ki,7.082,DRUG MATRIX
2436,P11229,Ki,6.128,PDSP
2436,P08172,Ki,5.678,PDSP
2436,P20309,Ki,5.886,PDSP
2436,P08173,Ki,5.854,PDSP
2436,P08912,Ki,5.721,PDSP
2436,P18825,Ki,6.187,DRUG MATRIX
2436,Q01959,Kd,7.6,WOMBAT-PK
2436,P33261,IC50,6.0,DRUG MATRIX
2436,P15823,Ki,6.475,DRUG MATRIX
2436,P33032,Ki,5.365,DRUG MATRIX
2436,P70580,Ki,5.885,DRUG MATRIX
2436,P31652,Ki,9.07,CHEMBL
2436,P23977,Ki,7.11,CHEMBL
2436,Q9WTR4,Ki,6.8,CHEMBL
2436,P12746,IC50,4.57,CHEMBL
2437,P35367,,,SCIENTIFIC LITERATURE
2439,P23415,,,DRUGBANK
2439,O95069,,,CHEMBL
2439,O14649,,,CHEMBL
2439,Q9NPC2,,,CHEMBL
2439,P57789,,,CHEMBL
2439,Q7Z418,,,CHEMBL
2439,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,,,CHEMBL
2440,P31645,Ki,6.526,WOMBAT-PK
2440,P23975,Ki,5.263,WOMBAT-PK
2440,P18089,Ki,5.962,DRUG MATRIX
2440,P18825,,,WOMBAT-PK
2440,Q01959,Ki,6.026,WOMBAT-PK
2440,Q9UK17,IC50,4.7,WOMBAT-PK
2440,P20813,IC50,5.79,IUPHAR
2440,O15244,IC50,4.538,WOMBAT-PK
2440,Q62897,IC50,4.7,IUPHAR
2441,P29274,Ki,6.7,CHEMBL
2441,Q12809,IC50,5.48,CHEMBL
2441,P30542,Ki,6.06,DRUG MATRIX
2441,O15440,Ki,5.92,CHEMBL
2441,O76074,IC50,9.0,IUPHAR
2441,P16499,,,WOMBAT-PK
2441,Q9HCR9,IC50,5.64,CHEMBL
2441,Q9Y233,IC50,5.51,CHEMBL
2441,Q08499,IC50,4.7,CHEMBL
2441,O00408,IC50,4.2,CHEMBL
2441,Q13946,IC50,5.33,CHEMBL
2441,P51160,IC50,7.41,CHEMBL
2441,O76083,IC50,5.47,CHEMBL
2441,O60658,IC50,4.0,CHEMBL
2441,P15823,Ki,6.094,DRUG MATRIX
2441,O54735,Ki,8.74,CHEMBL
2441,E1BN64,IC50,5.04,CHEMBL
2441,Q28156,IC50,8.22,CHEMBL
2441,P16586,IC50,7.48,CHEMBL
2441,P11541,IC50,6.85,CHEMBL
2441,Q8R0V5,IC50,5.35,CHEMBL
2441,O77746,IC50,9.0,CHEMBL
2441,Q13370|Q14432,IC50,5.15,CHEMBL
2441,P27815|Q07343|Q08493|Q08499,IC50,5.11,CHEMBL
2441,P14270|P14644|P14646|P54748,IC50,5.34,CHEMBL
2441,P54750|Q01064|Q14123,IC50,6.57,CHEMBL
2441,P14100|Q01061,IC50,6.4,CHEMBL
2441,P04972|P11541|P16586|P22571|P23439|Q95142,IC50,7.7,CHEMBL
2441,Q01066|Q63421|Q9EPR9,IC50,6.59,CHEMBL
2441,Q9NPD5,IC50,6.1,IUPHAR
2441,P14099,IC50,4.37,CHEMBL
2443,P00749,IC50,4.68,CHEMBL
2443,P00918,Ki,5.6,CHEMBL
2443,P00915,Ki,5.83,CHEMBL
2443,P22748,Ki,5.05,CHEMBL
2443,Q16790,Ki,4.99,CHEMBL
2443,O43570,Ki,5.04,CHEMBL
2443,P00734,Kd,4.73,CHEMBL
2443,P35218,Ki,5.39,CHEMBL
2443,Q9Y2D0,Ki,5.34,CHEMBL
2443,P43166,Ki,5.33,CHEMBL
2443,P07451,Ki,5.19,CHEMBL
2443,P23280,Ki,5.01,CHEMBL
2443,Q9ULX7,Ki,4.93,CHEMBL
2443,O42713,Ki,6.16,CHEMBL
2443,Q8N1Q1,Ki,5.32,CHEMBL
2443,Q99N23,Ki,6.19,CHEMBL
2443,P22985,IC50,4.1,CHEMBL
2443,P21447,Kd,5.17,CHEMBL
2443,P14142,Ki,4.22,CHEMBL
2445,Q14994,,,WOMBAT-PK
2445,P04035,IC50,7.77,WOMBAT-PK
2445,O42275,Ki,5.74,CHEMBL
2445,P51639,IC50,8.37,CHEMBL
2445,P81908,Ki,6.12,CHEMBL
2445,Q10283,IC50,4.02,CHEMBL
2446,O00337,Ki,6.431,DRUG MATRIX
2446,P08684,IC50,5.699,DRUG MATRIX
2446,P08183,IC50,6.2,WOMBAT-PK
2446,P62942,Kd,8.96,WOMBAT-PK
2446,P11712,IC50,5.699,DRUG MATRIX
2446,P42345,IC50,10.0,CHEMBL
2446,Q00688,Kd,9.7,WOMBAT-PK
2446,P33261,IC50,5.398,DRUG MATRIX
2446,P68106,Kd,9.7,CHEMBL
2446,Q13451,Ki,8.52,CHEMBL
2446,Q53EL6,EC50,7.3,CHEMBL
2446,P06730,Kd,9.3,CHEMBL
2446,P26883,IC50,9.0,CHEMBL
2447,P0A7S3,,,WOMBAT-PK
2448,P14740,IC50,7.48,CHEMBL
2448,P12821,IC50,4.96,CHEMBL
2448,P27487,Ki,7.774,WOMBAT-PK
2448,P28843,IC50,7.16,CHEMBL
2448,Q12884,IC50,5.23,CHEMBL
2448,Q6V1X1,IC50,4.96,CHEMBL
2448,Q86TI2,IC50,4.7,CHEMBL
2448,Q9UHL4,IC50,4.22,CHEMBL
2448,O31048,IC50,4.75,CHEMBL
2449,P0AES7,,,WOMBAT-PK
2449,P72525,,,WOMBAT-PK
2451,P27338,IC50,5.56,CHEMBL
2451,P21397,Ki,6.34,CHEMBL
2451,P00734,Ki,6.57,CHEMBL
2451,P27487,IC50,4.54,CHEMBL
2451,P19838,IC50,5.6,CHEMBL
2451,O42275,IC50,4.59,CHEMBL
2451,P21396,IC50,5.05,CHEMBL
2451,P06746,IC50,4.58,CHEMBL
2452,P08246,Ki,6.7,CHEMBL
2452,P24158,IC50,6.47,CHEMBL
2452,Q3UP87,IC50,6.84,CHEMBL
2457,P11229,IC50,7.2,CHEMBL
2457,P08172,IC50,6.24,CHEMBL
2457,P20309,IC50,6.88,CHEMBL
2457,P08173,Ki,6.8,IUPHAR
2457,P08912,Ki,7.2,IUPHAR
2457,P10980,Ki,6.92,CHEMBL
2457,P08482,Ki,8.0,CHEMBL
2457,P08483,Ki,8.0,CHEMBL
2459,P52333,Kd,5.14,CHEMBL
2459,P08908,Ki,5.93,CHEMBL
2459,P28223,Ki,5.71,CHEMBL
2459,P41595,Ki,7.25,CHEMBL
2459,P28335,Ki,6.38,CHEMBL
2459,P50406,Ki,5.21,CHEMBL
2459,P34969,Ki,5.15,CHEMBL
2459,P47898,Ki,5.48,CHEMBL
2459,P09619,Kd,7.43,CHEMBL
2459,P00519,Kd,6.89,CHEMBL
2459,P10721,Kd,7.8,CHEMBL
2459,P00533,IC50,8.53,CHEMBL
2459,P43166,Ki,5.09,CHEMBL
2459,P12931,IC50,6.41,CHEMBL
2459,P06239,Kd,5.57,CHEMBL
2459,P06241,Kd,5.08,CHEMBL
2459,P29317,Kd,5.7,CHEMBL
2459,P04049,Ki,8.22,CHEMBL
2459,P15056,Ki,7.66,CHEMBL
2459,P36888,Kd,8.35,CHEMBL
2459,P07949,Kd,8.13,CHEMBL
2459,P17948,Kd,7.51,CHEMBL
2459,P35968,Ki,10.68,CHEMBL
2459,P35916,Kd,7.8,CHEMBL
2459,P07333,Kd,7.55,CHEMBL
2459,P16234,Kd,7.21,CHEMBL
2459,P24941,Kd,5.06,CHEMBL
2459,P06213,IC50,5.28,CHEMBL
2459,P22607,Kd,5.38,CHEMBL
2459,P08631,Kd,5.07,CHEMBL
2459,P04629,Kd,5.44,CHEMBL
2459,Q9H1R3,Kd,5.89,CHEMBL
2459,P41240,Kd,5.54,CHEMBL
2459,Q02763,Kd,5.68,CHEMBL
2459,P29322,Kd,6.02,CHEMBL
2459,P08581,IC50,5.24,CHEMBL
2459,P07948,Kd,5.52,CHEMBL
2459,P53667,Kd,5.8,CHEMBL
2459,P11362,Kd,5.6,CHEMBL
2459,Q00535,Kd,5.21,CHEMBL
2459,O94804,Kd,6.85,CHEMBL
2459,O00444,Kd,5.47,CHEMBL
2459,Q9UQB9,Kd,6.68,CHEMBL
2459,P33981,Kd,5.46,CHEMBL
2459,P42684,Kd,5.89,CHEMBL
2459,Q15759,Kd,6.7,CHEMBL
2459,P54756,Kd,6.44,CHEMBL
2459,P54764,Kd,5.89,CHEMBL
2459,P21802,Kd,5.57,CHEMBL
2459,P27361,IC50,7.74,CHEMBL
2459,Q9UF33,Kd,6.62,CHEMBL
2459,Q9UKE5,Kd,5.1,CHEMBL
2459,P53778,Kd,5.12,CHEMBL
2459,P09769,Kd,5.11,CHEMBL
2459,O14965,IC50,5.42,CHEMBL
2459,Q9NRP7,Kd,5.42,CHEMBL
2459,P29320,Kd,5.72,CHEMBL
2459,Q16539,Kd,6.59,CHEMBL
2459,P42685,Kd,6.36,CHEMBL
2459,P49759,Kd,5.12,CHEMBL
2459,Q9Y4K4,Kd,5.8,CHEMBL
2459,O43353,Kd,5.89,CHEMBL
2459,P54762,Kd,5.77,CHEMBL
2459,Q15375,Kd,6.17,CHEMBL
2459,Q9H2G2,Kd,6.0,CHEMBL
2459,Q9HBH9,Kd,6.89,CHEMBL
2459,P45984,Kd,5.44,CHEMBL
2459,Q08345,Kd,8.82,CHEMBL
2459,P54760,Kd,5.74,CHEMBL
2459,Q96Q40,Kd,5.54,CHEMBL
2459,P34913,IC50,7.92,CHEMBL
2459,P37173,Kd,5.16,CHEMBL
2459,P28482,IC50,6.96,CHEMBL
2459,P30530,Kd,5.35,CHEMBL
2459,Q16620,Kd,5.68,CHEMBL
2459,P29323,Kd,5.72,CHEMBL
2459,P50613,Kd,6.85,CHEMBL
2459,Q9UK32,Kd,5.12,CHEMBL
2459,Q13470,Kd,5.64,CHEMBL
2459,O15264,Kd,5.18,CHEMBL
2459,Q00537,Kd,5.8,CHEMBL
2459,O94921,Kd,5.54,CHEMBL
2459,Q9NYL2,Kd,8.2,CHEMBL
2459,P35590,Kd,7.17,CHEMBL
2459,Q16288,Kd,6.22,CHEMBL
2459,P53671,Kd,5.02,CHEMBL
2459,Q9BUB5,Kd,6.64,CHEMBL
2459,Q9UBE8,Kd,6.19,CHEMBL
2459,Q9BYT3,Kd,5.62,CHEMBL
2459,Q59H18,Kd,6.55,CHEMBL
2459,Q16832,Kd,8.18,CHEMBL
2459,Q92918,Kd,5.32,CHEMBL
2459,Q96GD4,Kd,6.36,CHEMBL
2459,O95819,Kd,5.32,CHEMBL
2459,Q12866,Kd,5.44,CHEMBL
2459,Q9BWU1,Kd,6.6,CHEMBL
2459,P49336,Kd,6.51,CHEMBL
2459,O15146,Kd,6.89,CHEMBL
2459,O14578,Kd,5.21,CHEMBL
2459,Q8WXR4,Kd,5.15,CHEMBL
2459,Q00526,Kd,5.42,CHEMBL
2459,Q9H3Y6,Kd,5.01,CHEMBL
2459,P21709,Kd,5.51,CHEMBL
2459,Q8TD08,Kd,7.34,CHEMBL
2459,Q13546,IC50,5.82,CHEMBL
2459,P00520,IC50,6.65,CHEMBL
2459,P48729,IC50,6.6,CHEMBL
2459,Q92772,Kd,6.89,CHEMBL
2459,Q8IVW4,Kd,6.31,CHEMBL
2459,O15197,Kd,6.62,CHEMBL
2459,Q9H2X6,Kd,5.77,CHEMBL
2459,Q9H422,Kd,6.41,CHEMBL
2459,Q8NE63,Kd,8.57,CHEMBL
2459,O43318,Kd,6.16,CHEMBL
2459,Q7L7X3,Kd,6.27,CHEMBL
2459,Q9H2K8,Kd,5.57,CHEMBL
2459,Q56UN5,Kd,7.0,CHEMBL
2459,Q86Z02,Kd,5.96,CHEMBL
2459,Q9UL54,Kd,6.27,CHEMBL
2459,Q13163,Kd,6.72,CHEMBL
2459,Q32MK0,Kd,5.02,CHEMBL
2459,P62344,Kd,6.66,CHEMBL
2459,P35918,IC50,7.82,CHEMBL
2459,Q5GIT4,IC50,5.59,CHEMBL
2459,P10398,IC50,8.15,CHEMBL
2459,Q8T9Z7,IC50,7.9,CHEMBL
2459,P35917,IC50,7.7,IUPHAR
2459,P05622,IC50,7.24,IUPHAR
2459,Q9Y572,IC50,4.84,CHEMBL
2459,P28028,IC50,6.89,CHEMBL
2463,Q9QNF7,IC50,5.44,CHEMBL
2463,P09250,IC50,5.49,CHEMBL
2463,Q9XZT6,IC50,4.55,CHEMBL
2463,O00142,Ki,4.98,CHEMBL
2464,P08588,Ki,6.1,WOMBAT-PK
2464,P07550,Ki,6.9,WOMBAT-PK
2464,Q12809,Ki,4.0,WOMBAT-PK
2464,Q28044,Kd,6.24,CHEMBL
2464,P54833,IC50,5.3,CHEMBL
2466,Q12809,Ki,4.413,DRUG MATRIX
2466,P0AFI2|P20083,,,CHEMBL
2466,P0AES4|P0AES6,,,CHEMBL
2468,P0A7S3,,,WOMBAT-PK
2469,P56817,IC50,5.18,CHEMBL
2470,P21728,Ki,6.49,CHEMBL
2470,P14416,Ki,10.22,CHEMBL
2470,Q99720,IC50,6.02,CHEMBL
2470,P08908,Kd,7.4,CHEMBL
2470,P28223,Ki,8.65,CHEMBL
2470,P41595,Ki,6.5,IUPHAR
2470,P28335,Ki,5.94,CHEMBL
2470,P50406,Ki,5.8,CHEMBL
2470,P34969,Ki,6.96,CHEMBL
2470,P35348,Ki,8.1,CHEMBL
2470,P35462,Ki,9.92,CHEMBL
2470,P21918,Ki,5.3,IUPHAR
2470,P35367,Ki,6.322,PDSP
2470,P28221,Ki,6.0,IUPHAR
2470,P21917,Ki,9.7,CHEMBL
2470,P25100,Ki,8.1,IUPHAR
2470,P35368,Ki,9.2,IUPHAR
2470,P47898,Ki,4.2,CHEMBL
2470,P30939,Ki,8.4,PDSP
2470,P28566,Ki,5.297,PDSP
2470,P15823,Ki,8.89,CHEMBL
2470,P28564,Ki,5.32,CHEMBL
2470,P43140,Ki,8.14,CHEMBL
2470,P23944,Ki,7.66,CHEMBL
2470,P61169,Ki,10.82,CHEMBL
2470,P19327,Ki,7.52,CHEMBL
2470,P14842,Ki,9.0,CHEMBL
2470,P32305,Ki,8.0,CHEMBL
2470,P32304,Ki,7.2,CHEMBL
2470,P08909,Ki,6.0,CHEMBL
2470,P18130,Ki,7.87,CHEMBL
2470,P31388,Ki,5.8,IUPHAR
2470,Q62666,Ki,5.99,CHEMBL
2470,P08482|P08483|P08485|P08911|P10980,Ki,4.3,CHEMBL
2470,P19327|P28564|P28565|P30940,Ki,6.8,CHEMBL
2470,P18901|P19020|P25115|P30729|P61169,Ki,8.7,CHEMBL
2470,P35498|Q99250|Q9NY46,IC50,6.22,CHEMBL
2470,P08909|P14842|P30994,Ki,9.35,CHEMBL
2470,P30728|P51436|P61168|Q61616|Q8BLD9,IC50,4.46,CHEMBL
2470,P02665,Ki,8.81,CHEMBL
2470,P28334,Ki,8.3,IUPHAR
2470,P04439,Kd,5.6,CHEMBL
2474,P12821,IC50,9.1,CHEMBL
2474,P47820,IC50,7.17,CHEMBL
